OBJECTID,Route,Signing,Qualifier,Ramp,ID,County Order,Factor Group,Station Start,Station End,HPMS Sample ID,Bridge ID,Railroad Crossing,NHS,Roadway Name,Roadway Number,Speed,Oneway,Region County Station,Station ID,Route ID,From Measure,To Measure,COUNT_STATS_ID,County FIPS,Station Number,Continuous Count Site ID,Functional Class,Federal Direction,Full Count,Oneway Flag,Calculation Year,AE_Flag,AADT,DHV,DDHV,Single Unit AADT,Combination Unit AADT,Most Recent Count Year,Most Recent AADT,K-Factor,D-Factor,2nd Most Recent Count Year,2nd Most Recent AADT,3rd Most Recent Count Year,3rd Most Recent AADT,4th Most Recent Count Year,4th Most Recent AADT,Class Count Year,Class F3 - F13 %,Truck or Heavy Vehicle %,Single Unit Truck or Bus %,Combination Truck %,Motorcycle %,Passenger Vehicle %,Light Duty Truck %,Bus %,Single Unit Truck %,Axle Factor,Single Unit Peak %,CU_Peak,Class Group Year,Speed Count Year,Speed Limit,Average Speed,50th Percentile Speed,85th Percentile Speed,Vehicles Exceeding 55 mph,Vehicles Exceeding 65 mph,Average K-Factor,Average D-Factor,NYS Direction Code,Truck AADT,Symbolized Truck Percentage AADT,Truck AADT Type (Actual vs. Estimated),Truck Percent Source Field Name,Region Name,Region Number,County Number,Morning Highest Value,Afternoon Highest Value,Evening Highest Value
41603,5,3,1, ,100428,14,30,CLINTON AVE,LARK ST - US 9W,3966570, , ,Y,CENTRAL AVE, ,30, ,110100,110100,100428141,8.5,9.85,39154361,1,100,,14,Combined Total,Y,,2019,F,15986,1183,635,543,12,2017,16055,7,54,2010,17663,2006,15647,2003,13506,2017,13,3,3,0,1,86,10,2,2,1,0,0,2019,2017,30,27,29,35,0,0,13.07251072,59.18663025,0,555,3,Actual,,,,,994,1220,1307
41606, , ,1, ,104349,1,30,WESTERN AVE,CENTRAL AVE, , , , ,LAKE AVE N, ,0, ,111257,111257,104349011,0,0.25,39237575,1,1257,,17,Combined Total,Y,,2019,F,5081,448,286,201,40,2016,5124,9,64,2010,4687,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,241,5,Estimated,,,,,352,372,516
41607,377,3,1, ,100347,1,30,LOUDONVILLE RD,VAN RENSSELAER BLVD, ,1092539, , ,NORTHERN BLVD, ,30, ,110173,110173,104463011,1.06,1.31,39234280,1,173,,16,Combined Total,Y,,2019,F,13677,1444,760,488,95,2017,13726,11,53,2008,11058,2007,11973,2002,10888,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,583,4,Estimated,,,,,1194,783,1477
41618,85,3,1, ,100492,1,30,ACC LINCOLN AVE,I-90 UNDER END NY 85,3004086,1034492, ,Y, , ,55, ,110099,110099,100492011,26.22,26.72,39116787,1,99,,12,Combined Total,Y,,2019,F,44553,4133,2193,1593,685,2017,45060,9,53,2000,41639,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,2278,5,Estimated,,,,,2186,1820,2424
41622,377,3,1, ,100347,1,30,LOUDONVILLE RD,VAN RENSSELAER BLVD, ,1092539, , ,NORTHERN BLVD, ,30, ,110173,110173,100347011,0,0.25,39234280,1,173,,16,Combined Total,Y,,2019,F,13677,1444,760,488,95,2017,13726,11,53,2008,11058,2007,11973,2002,10888,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,583,4,Estimated,,,,,1194,783,1477
41625,90,1,1, ,100515,14,30,EXIT 4 - RT 85 EB OVER,EXIT 5 - EVERETT RD OVER, ,1034519, ,Y,Interstate 90, ,55, ,110098,110098,100515142,8.98,9.97,39232542,1,98,,11,Combined Total,Y,,2019,F,97142,9076,4599,3176,2346,2018,95752,9,51,2013,116002,,,,,2018,16,6,3,2,0,84,10,1,3,1,0,0,2019,,,,,,,,13.07251072,59.18663025,0,5522,6,Actual,,,,,5375,4825,6618
41631,90,1,1, ,100515,14,30,EXIT 4 - RT 85 EB OVER,EXIT 5 - EVERETT RD OVER, ,1034519, ,Y,Interstate 90, ,55, ,110098,110098,100515141,8.99,9.99,39232542,1,98,,11,Combined Total,Y,,2019,F,97142,9076,4599,3176,2346,2018,95752,9,51,2013,116002,,,,,2018,16,6,3,2,0,84,10,1,3,1,0,0,2019,,,,,,,,13.07251072,59.18663025,0,5522,6,Actual,,,,,5375,4825,6618
41636, , ,1, ,101757,1,30,ALBANY C/L,CR151 AND CR155, , , ,Y,ALBANY SHAKER R, ,40, ,111101,111101,101757011,0,1.18,39249706,1,1101,,14,Combined Total,Y,,2019,A,8885,935,661,246,18,2019,8885,11,71,2016,9187,2010,9045,2007,10067,2019,15,3,3,0,0,85,12,0,2,1,0,0,2019,2019,40,39,40,45,0,0,13.07251072,59.18663025,0,264,3,Actual,,,,,878,710,1022
41646,20,2,1, ,100147,20,30,RT 155 WESTMERE,ACC CROSSGATES MALL, , , ,Y, , ,40, ,110172,110172,100147201,8.52,10.56,39255158,1,172,,14,Combined Total,Y,,2019,F,32185,2725,1710,930,345,2017,32325,8,63,2010,29306,2007,33166,2004,35026,2017,15,4,3,1,0,85,11,1,2,1,0,0,2019,2017,40,43,45,50,3,0,13.07251072,59.18663025,0,1275,4,Actual,,,,,1844,1966,2608
41656,90,1,1, ,100515,14,30,EXIT 3 - CAMPUS ACCESS RD OV,EXIT 4 - RT 85 EB OVER, , , ,Y,Interstate 90, ,55, ,110097,110097,100515141,8.65,8.99,39212738,1,97,,11,Combined Total,Y,,2019,A,88405,7831,4038,2820,2272,2019,88405,9,52,2017,93936,,,,,2019,16,6,3,3,0,84,10,1,2,1,0,0,2019,,,,,,,,13.07251072,59.18663025,0,5092,6,Actual,,,,,8254,5228,7463
41660, , ,1, ,104537,1,30,MADISON AVE,WASHINGTON AVE, , , , ,QUAIL ST, ,30, ,111308,111308,104537011,0.56,0.93,39235112,1,1308,,17,Combined Total,Y,,2019,A,6910,532,308,237,1,2019,6910,8,58,2016,6450,2010,6733,,,2016,13,3,3,0,0,87,9,2,2,1,0,0,2019,2016,30,22,25,30,0,0,13.07251072,59.18663025,0,238,3,Actual,,,,,359,386,542
41673,90,1,1, ,100515,14,30,EXIT 3 - CAMPUS ACCESS RD OV,EXIT 4 - RT 85 EB OVER, , , ,Y,Interstate 90, ,55, ,110097,110097,100515142,8.65,8.98,39212738,1,97,,11,Combined Total,Y,,2019,A,88405,7831,4038,2820,2272,2019,88405,9,52,2017,93936,,,,,2019,16,6,3,3,0,84,10,1,2,1,0,0,2019,,,,,,,,13.07251072,59.18663025,0,5092,6,Actual,,,,,8254,5228,7463
41676,90,1,1, ,100515,14,30,EXIT 2 - ACC TO WASHINGTON A,EXIT 3 - CAMPUS ACCESS RD OV, , , ,Y,Interstate 90, ,55, ,110096,110096,100515141,7.73,8.65,39248376,1,96,,11,Combined Total,Y,,2019,F,108733,10170,6093,3221,2414,2018,107177,9,60,2006,107299,2001,116044,2000,107945,2018,15,5,3,2,0,85,10,1,2,1,0,0,2019,,,,,,,,13.07251072,59.18663025,0,5635,5,Actual,,,,,10816,6459,10520
41681, ,5,1, ,100916,1,30,US 20,WASHINGTON AVE, , , ,Y,FULLER RD,CR156,30, ,111124,111124,100916011,0,0.89,39230213,1,1124,,14,Combined Total,Y,,2019,F,12692,1146,669,312,11,2017,12747,9,58,2010,11319,2007,24320,,,2017,11,3,2,0,0,89,8,1,1,1,0,0,2019,2017,30,31,33,38,0,0,13.07251072,59.18663025,0,323,3,Actual,,,,,544,900,775
41688,90,1,1, ,100515,14,30,EXIT 2 - ACC TO WASHINGTON A,EXIT 3 - CAMPUS ACCESS RD OV, , , ,Y,Interstate 90, ,55, ,110096,110096,100515142,7.73,8.65,39248376,1,96,,11,Combined Total,Y,,2019,F,108733,10170,6093,3221,2414,2018,107177,9,60,2006,107299,2001,116044,2000,107945,2018,15,5,3,2,0,85,10,1,2,1,0,0,2019,,,,,,,,13.07251072,59.18663025,0,5635,5,Actual,,,,,10816,6459,10520
41697,910C, ,1, ,100566,1,30,ALBANY N CITY LINE,END RT 910C & RT 32 JCT, , , , ,Broadway, ,30, ,110905,110905,100566011,0,0.05,39151212,1,905,,16,Combined Total,Y,,2019,F,6340,657,506,548,85,2018,6351,10,77,2014,7212,2011,7162,2008,7228,2018,28,10,9,1,0,72,18,4,5,1,0,0,2019,2018,35,27,29,34,0,0,13.07251072,59.18663025,0,633,10,Actual,,,,,412,425,480
41699,155,3,1, ,100091,1,30,W CITY LINE,2ND AVE  RT 32 END RT 155, ,1038640, , ,TENTH ST, ,30, ,110018,110018,100091011,16.29,16.86,39247076,1,18,,16,Combined Total,Y,,2019,F,2854,370,260,109,12,2018,2859,13,70,2014,2564,2011,3235,2008,3840,2014,18,4,4,0,0,82,14,0,3,1,0,0,2019,2014,30,33,34,39,0,0,13.07251072,59.18663025,0,121,4,Actual,,,,,201,193,400
41701,32,3,1, ,100290,4,30,FIRST ST,13th ST, , , , ,THIRD AVE, ,30, ,110095,110095,100290041,29.12,30.34,39146406,1,95,,16,Combined Total,Y,,2019,F,10522,1005,592,376,73,2018,10541,10,59,2014,9748,2008,10059,2002,9909,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,449,4,Estimated,,,,,561,638,795
41715, , ,1, ,105037,1,30,1ST ST,FOURTH ST, , , , ,EIGHTH AVE, ,30, ,111336,111336,105037011,0,0.16,39180318,1,1336,,17,Combined Total,Y,,2019,A,798,81,49,7,0,2019,798,10,61,2015,860,2010,994,,,2015,17,1,1,0,0,83,16,0,1,1,0,0,2019,2015,30,24,26,32,0,0,13.07251072,59.18663025,0,7,1,Actual,,,,,54,57,90
41725,32,3,1, ,100290,4,30,FIRST ST,13th ST, , , , ,THIRD AVE, ,30, ,110095,110095,105069011,0,0.72,39146406,1,95,,16,Combined Total,Y,,2019,F,10522,1005,592,376,73,2018,10541,10,59,2014,9748,2008,10059,2002,9909,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,449,4,Estimated,,,,,561,638,795
41728,910B, ,1, ,100565,1,30,SAND CREEK ROAD,ALBANY SHAKER RD,3007891, , ,Y,Wolf Road, ,40, ,110904,110904,100565011,0.75,1.92,39229611,1,904,,14,Combined Total,Y,,2019,F,26018,2245,1409,488,50,2017,26131,9,63,2009,29041,2000,29009,,,2017,11,2,2,0,0,88,9,0,2,1,0,0,2019,2017,40,33,37,43,0,0,13.07251072,59.18663025,0,538,2,Actual,,,,,775,1193,1128
41739, , ,1, ,104396,1,30,MADISON AVE,CENTRAL AVE,3011614, , , ,MAIN AVE N, ,30, ,111015,111015,104396011,0,0.66,39257797,1,1015,,17,Combined Total,Y,,2019,F,7350,623,372,217,6,2018,7371,8,60,2015,7804,2009,5407,2003,7629,2018,11,3,3,0,0,89,8,1,2,1,0,0,2019,2018,20,24,27,32,0,0,13.07251072,59.18663025,0,223,3,Actual,,,,,484,398,567
41760,32,3,1, ,100290,4,30,RT 378 OVER-MENANDS,FIRST ST,3003026, , , ,BROADWAY, ,30, ,110094,110094,100290041,28.33,29.12,39245670,1,94,,16,Combined Total,Y,,2019,F,11841,1250,792,536,89,2018,11862,11,63,2007,21123,2002,14808,,,2018,19,5,5,1,1,80,13,2,3,1,0,0,2019,2018,30,33,34,39,0,0,13.07251072,59.18663025,0,625,5,Actual,,,,,641,797,1020
41769, , ,1, ,104402,1,30,NEW SCOTLAND A,WESTERN AVE, , , , ,MANNING BLVD S, ,30, ,111278,111278,104402011,0.56,1.41,39252464,1,1278,,16,Combined Total,Y,,2019,A,9685,770,421,177,3,2019,9685,8,55,2016,9464,2013,9145,,,2019,10,2,2,0,0,90,9,0,2,1,0,0,2019,2019,30,32,35,40,0,0,13.07251072,59.18663025,0,180,2,Actual,,,,,777,618,784
41778,378,3,1, ,100348,1,30,RT 377 JCT VILLAGE OF MENAND,RT 32 UNDER,3006896,1047029, , ,MENANDS RD, ,55, ,110093,110093,100348011,0.93,1.94,39219039,1,93,,16,Combined Total,Y,,2019,F,11791,1161,657,362,46,2018,11812,10,57,2015,12922,2009,11712,2005,14287,2018,18,3,3,0,0,82,15,0,3,1,0,0,2019,2018,55,56,57,64,65,10,13.07251072,59.18663025,0,408,3,Actual,,,,,1128,711,1271
41781,32,3,1, ,100290,4,30,ACC RT 787I &  913T JCT,RT 378 OVER-MENANDS,3003026,1000140, , ,BROADWAY, ,30, ,110091,110091,100290041,27.31,28.33,39219394,1,91,,16,Combined Total,Y,,2019,F,8192,835,515,699,109,2016,8236,10,62,2013,7961,2007,8723,2004,9713,2016,24,10,9,1,0,76,14,3,5,1,1,0,2019,2016,30,34,34,39,0,0,13.07251072,59.18663025,0,808,10,Actual,,,,,334,452,450
41795, , ,1, ,301589,1,30,WESTERN AVE,OUTER RING RD, , , , ,STATE OFFICE CA, ,25, ,111365,111365,301589011,0,0.16,39151387,1,1365,,16,Combined Total,Y,,2019,F,1341,125,86,65,0,2018,1343,9,69,,,,,,,2018,24,5,5,0,1,75,19,0,4,1,1,0,2019,2018,25,22,26,32,0,0,13.07251072,59.18663025,0,65,5,Actual,,,,,97,93,106
41800,910B, ,1, ,100565,1,30,NY5 CENTRAL AVE,SAND CREEK ROAD,3007891, , ,Y,Wolf Road, ,40, ,110903,110903,100565011,0,0.75,39259410,1,903,1175,14,Combined Total,Y,,2019,A,29740,2935,1668,1122,414,2019,29740,10,57,2015,31348,2014,35472,2000,37231,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1536,5,Estimated,,,,,1224,2080,2234
41808,32,3,1, ,100290,4,30,LOUDONVILLE RD,RT 910C JCT BROADWAY MENANDS,2016011, , , ,PEARL ST N, ,30, ,110088,110088,100290041,25.69,26.69,39245049,1,88,,16,Combined Total,Y,,2019,F,2855,272,187,96,2,2018,2860,10,69,2015,2572,2009,3316,2004,2159,2018,14,3,3,0,0,86,11,1,2,1,0,0,2019,2018,20,25,27,32,0,0,13.07251072,59.18663025,0,98,3,Actual,,,,,156,179,209
41823,32,3,1, ,100290,4,30,LOUDONVILLE RD,RT 910C JCT BROADWAY MENANDS,2016011, , , ,PEARL ST N, ,30, ,110088,110088,104500011,1.25,2.13,39245049,1,88,,16,Combined Total,Y,,2019,F,2855,272,187,96,2,2018,2860,10,69,2015,2572,2009,3316,2004,2159,2018,14,3,3,0,0,86,11,1,2,1,0,0,2019,2018,20,25,27,32,0,0,13.07251072,59.18663025,0,98,3,Actual,,,,,156,179,209
41824, , ,1, ,104382,1,30,BROADWAY,N PEARL ST, , , , ,LOUDONVILLE RD, ,30, ,111266,111266,104382011,0,0.09,39117233,1,1266,,16,Combined Total,Y,,2019,F,3432,419,302,122,24,2017,3444,12,72,2011,2569,2010,2678,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,146,4,Estimated,,,,,175,160,207
41846, , ,1, ,104399,1,30,WESTERN AVE,WASHINGTON AVE, , , , ,MANNING BLVD, ,30, ,111273,111273,104399011,0,0.43,39191822,1,1273,,16,Combined Total,Y,,2019,A,6990,600,313,122,0,2019,6990,9,52,2016,8076,,,,,2019,11,2,2,0,0,89,9,0,2,1,0,0,2019,2019,30,33,34,39,0,0,13.07251072,59.18663025,0,122,2,Actual,,,,,490,510,668
41859,9,2,1, ,100514,8,30,CRUMITIE RD,RT 378,3001009, , ,Y, , ,45, ,110086,110086,100514081,4.89,5.45,39240361,1,86,,14,Combined Total,Y,,2019,F,16638,1325,812,628,231,2014,16820,8,61,2011,16154,2008,15142,2005,16842,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,859,5,Estimated,,,,,997,880,1157
41860,378,3,1, ,100348,1,30,RT 9 JCT,RT 377 JCT VILLAGE OF MENAND, , , , , , ,40, ,110085,110085,100348011,0,0.93,39258206,1,85,,16,Combined Total,Y,,2019,A,10888,952,486,298,38,2019,10888,9,51,2016,11042,2013,11118,2010,11678,2019,15,3,3,0,0,85,12,1,2,1,0,0,2019,2019,30,38,39,44,0,0,13.07251072,59.18663025,0,336,3,Actual,,,,,837,752,1040
41868, , ,1, ,104580,1,30,OLD HICKORY DR,NORTH CITY LINE, , , ,Y,SHAKER RD, ,30, ,111115,111115,104580011,0.35,1.06,39199996,1,1115,,14,Combined Total,Y,,2019,F,7739,867,448,261,15,2018,7756,11,52,2015,8351,2011,7366,2010,7485,2018,18,4,3,0,0,82,14,1,3,1,0,0,2019,2018,30,38,39,44,0,0,13.07251072,59.18663025,0,276,4,Actual,,,,,771,548,938
41874,5,3,1, ,100428,14,30,CR 156 FULLER RD,CR 154 OSBORNE RD, , , ,Y, , ,40, ,110084,110084,100428141,5.65,6.82,39252047,1,84,,14,Combined Total,Y,,2019,F,26312,2203,1133,761,103,2017,26426,8,51,2011,28190,2005,27995,2002,27583,2017,16,3,3,0,0,84,13,1,2,1,0,0,2019,2017,40,39,41,46,1,0,13.07251072,59.18663025,0,864,3,Actual,,,,,1114,1647,1730
41881, , ,1, ,301483,1,30,SOUTH ENTR TO BLDG 8,SOUTH ENTR TO BLDG 8, , , , ,CAMPUS INNER RI, ,40,Y,111360,111360,301483011,0,2.03,39250192,1,1360,,16,Combined Total,Y,Y,2019,F,3692,505,505,132,26,2018,3699,14,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,158,4,Estimated,,,,,553,316,444
41891,5,3,1, ,100428,14,30,COLVIN AVE,EVERETT RD, , , ,Y,CENTRAL AVE, ,30, ,110083,110083,100428141,7.62,7.91,39251757,1,83,,14,Combined Total,Y,,2019,F,32246,2851,1489,1217,448,2010,32886,9,52,2006,28424,2004,31857,2001,30483,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1665,5,Estimated,,,,,2047,2780,3123
41894, , ,1, ,104045,1,30,WESTERN AVE,BREVATOR ST,3011573, , , ,BELVIDERE AVE, ,30, ,111003,111003,104045011,0,0.35,39227170,1,1003,,17,Combined Total,Y,,2019,A,868,85,65,10,0,2019,868,10,76,2016,884,2010,911,2007,570,2016,10,1,1,0,0,90,9,0,1,1,0,0,2019,2016,30,20,22,27,0,0,13.07251072,59.18663025,0,10,1,Actual,,,,,66,63,95
41912,90,1,1, ,100515,14,30,EXIT 1 END 87I/90I OLAP,EXIT 2 - ACC TO WASHINGTON A,3004286,1034479, ,Y,Interstate 90, ,55, ,110082,110082,100515141,6.9,7.73,39248217,1,82,,11,Combined Total,Y,,2019,A,101703,9554,6196,2723,2396,2019,101703,9,65,2013,98573,2002,103086,2000,95206,2019,15,5,3,2,0,85,10,1,2,1,0,0,2019,,,,,,,,13.07251072,59.18663025,0,5119,5,Actual,,,,,10070,5713,8737
41916, , ,1, ,104372,1,30,NO ALLEN ST,COLVIN AVE, , , , ,LINCOLN AVE, ,30, ,111260,111260,104372011,0.1,0.76,39180772,1,1260,,17,Combined Total,Y,,2019,A,2809,306,174,52,1,2019,2809,11,57,2015,2991,2012,2854,,,2015,12,2,2,0,0,87,10,0,2,1,0,0,2019,2015,30,27,31,35,0,0,13.07251072,59.18663025,0,53,2,Actual,,,,,185,204,340
41924,90,1,1, ,100515,14,30,EXIT 1 END 87I/90I OLAP,EXIT 2 - ACC TO WASHINGTON A,3004286,1034479, ,Y,Interstate 90, ,55, ,110082,110082,100515142,6.65,7.73,39248217,1,82,,11,Combined Total,Y,,2019,A,101703,9554,6196,2723,2396,2019,101703,9,65,2013,98573,2002,103086,2000,95206,2019,15,5,3,2,0,85,10,1,2,1,0,0,2019,,,,,,,,13.07251072,59.18663025,0,5119,5,Actual,,,,,10070,5713,8737
41938,20,2,1, ,100147,20,30,S MANNING BLVD,WESTERN AVE, , , ,Y,WESTERN AVE, ,30, ,110081,110081,100147201,13.66,13.84,39245960,1,81,,14,Combined Total,Y,,2019,F,18794,1510,838,342,10,2017,18876,8,56,2011,21184,2008,18647,2000,19380,2017,9,2,2,0,0,91,7,1,1,1,0,0,2019,2017,30,25,29,35,0,0,13.07251072,59.18663025,0,352,2,Actual,,,,,1368,1255,1668
41939, , ,1, ,103774,1,30,WOLF RD,VILLAGE LINE, , , , ,SAND CREEK RD, ,30, ,111222,111222,103774011,0,1.22,39239543,1,1222,,16,Combined Total,Y,,2019,A,14070,1354,789,265,7,2019,14070,10,58,2015,14233,2009,14011,,,2015,11,2,2,0,0,89,9,1,1,1,0,0,2019,2015,30,25,30,36,0,0,13.07251072,59.18663025,0,272,2,Actual,,,,,1144,1120,1507
41944,20,2,1, ,100147,20,30,S MANNING BLVD,WESTERN AVE, , , ,Y,WESTERN AVE, ,30, ,110081,110081,104688011,1.35,1.53,39245960,1,81,,14,Combined Total,Y,,2019,F,18794,1510,838,342,10,2017,18876,8,56,2011,21184,2008,18647,2000,19380,2017,9,2,2,0,0,91,7,1,1,1,0,0,2019,2017,30,25,29,35,0,0,13.07251072,59.18663025,0,352,2,Actual,,,,,1368,1255,1668
41969,20,2,1, ,100147,20,30,WESTERN AVE,NEW SCOTLAND AVE, , , ,Y,MADISON AVE, ,30, ,110080,110080,104389011,1.31,2.63,39114331,1,80,,14,Combined Total,Y,,2019,A,11840,951,536,322,3,2019,11840,8,56,2016,13720,2013,14863,2010,14993,2019,10,3,3,0,1,89,7,1,2,1,0,0,2019,2019,30,24,27,33,0,0,13.07251072,59.18663025,0,325,3,Actual,,,,,902,757,1040
41972,20,2,1, ,100147,20,30,WESTERN AVE,NEW SCOTLAND AVE, , , ,Y,MADISON AVE, ,30, ,110080,110080,100147201,13.84,15.16,39114331,1,80,,14,Combined Total,Y,,2019,A,11840,951,536,322,3,2019,11840,8,56,2016,13720,2013,14863,2010,14993,2019,10,3,3,0,1,89,7,1,2,1,0,0,2019,2019,30,24,27,33,0,0,13.07251072,59.18663025,0,325,3,Actual,,,,,902,757,1040
41979, ,5,1, ,100916,1,30,WASHINGTON AVE,RAILROAD AVE, , , ,Y,FULLER RD,CR156,30, ,111110,111110,100916011,0.89,1.35,39228146,1,1110,,14,Combined Total,Y,,2019,F,20287,1786,947,765,282,2013,20554,9,53,2006,24068,2005,30760,2002,24828,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1047,5,Estimated,,,,,1171,1779,1967
41991, , ,1, ,103733,1,30,CENTRAL AVE,WALKER WAY, , , , ,JUPITER LA, ,25, ,111355,111355,103733011,0,0.17,39245067,1,1355,,17,Combined Total,Y,,2019,F,5061,536,390,297,116,2018,5075,11,73,2014,4622,,,,,2014,26,8,6,2,1,74,17,1,5,1,0,0,2019,2014,30,25,27,32,0,0,13.07251072,59.18663025,0,413,8,Actual,,,,,308,303,418
42017, , ,1, ,104454,1,30,PARTRIDGE ST,S MANNING BLVD, , , , ,MYRTLE AVE, ,30,Y,111292,111292,104454011,1.39,2.08,39104529,1,1292,,17,Combined Total,Y,Y,2019,A,1057,102,102,42,8,2019,1057,10,100,2016,1148,2013,1006,2010,1336,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,50,5,Estimated,,,,,104,54,104
42058, , ,1, ,102619,1,30,CR 155 EVERETT RD,OSBORNE RD S LEG, , , , ,SAND CREEK RD, ,30, ,111214,111214,102619011,0,0.88,39248751,1,1214,,16,Combined Total,Y,,2019,F,6006,621,400,205,5,2017,6028,10,64,2009,5768,,,,,2009,,3,3,0,,,,,,,0,0,2019,,,,,,,,13.07251072,59.18663025,0,210,3,Actual,,,,,378,440,514
42067, ,5,1, ,100915,1,30,RUSSELL RD,ALB SHAKER RD,6931030, , , ,EVERETT RD,CR155,40, ,111018,111018,100915011,0.62,1.23,39231901,1,1018,,16,Combined Total,Y,,2019,A,10649,962,567,282,31,2019,10649,9,59,2016,10420,2010,10722,2007,10490,2016,16,3,3,0,0,84,13,0,2,1,0,0,2019,2016,40,38,40,45,0,0,13.07251072,59.18663025,0,313,3,Actual,,,,,908,919,1051
42082,20,2,1, ,100147,20,30,RT 85 CROSSTOWN ARTERIAL,S MANNING BLVD, , , ,Y,WESTERN AVE, ,30, ,110297,110297,104688011,1.53,2.22,39202032,1,297,,14,Combined Total,Y,,2019,F,20494,1707,877,773,285,2016,20628,8,51,2010,20692,2006,21252,2003,21318,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1058,5,Estimated,,,,,1470,1222,1747
42100,20,2,1, ,100147,20,30,RT 85 CROSSTOWN ARTERIAL,S MANNING BLVD, , , ,Y,WESTERN AVE, ,30, ,110297,110297,100147201,12.97,13.66,39202032,1,297,,14,Combined Total,Y,,2019,F,20494,1707,877,773,285,2016,20628,8,51,2010,20692,2006,21252,2003,21318,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1058,5,Estimated,,,,,1470,1222,1747
42116, , ,1, ,104448,1,30,S ALLEN ST,MAIN AVE, , , , ,MORRIS ST, ,30,Y,111286,111286,104448011,0,0.21,39258589,1,1286,,17,Combined Total,Y,Y,2019,F,660,100,100,26,5,2016,666,15,100,2010,1067,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,31,5,Estimated,,,,,26,31,48
42119,90,1,1, ,100515,14,30,EXIT 5 - EVERETT RD OVER,EXIT 5A CORPORATE WOODS OVER, ,1078662, ,Y,Interstate 90, ,55, ,110296,110296,100515141,9.99,10.6,39163493,1,296,,11,Combined Total,Y,,2019,A,105207,10103,5167,3368,2326,2019,105207,10,51,2016,103381,2013,107857,2005,110746,2019,17,5,3,2,0,83,11,1,2,1,0,0,2019,,,,,,,,13.07251072,59.18663025,0,5694,5,Actual,,,,,10128,6024,10649
42179,90,1,1, ,100515,14,30,EXIT 5 - EVERETT RD OVER,EXIT 5A CORPORATE WOODS OVER, ,1078662, ,Y,Interstate 90, ,55, ,110296,110296,100515142,9.97,10.58,39163493,1,296,,11,Combined Total,Y,,2019,A,105207,10103,5167,3368,2326,2019,105207,10,51,2016,103381,2013,107857,2005,110746,2019,17,5,3,2,0,83,11,1,2,1,0,0,2019,,,,,,,,13.07251072,59.18663025,0,5694,5,Actual,,,,,10128,6024,10649
42186, , ,1, ,304720,1,30,CENTRAL AVE,TIVOLI PARK, , , , ,MANNING BLVD N, ,30, ,111276,111276,304720011,0,0.48,39114963,1,1276,,16,Combined Total,Y,,2019,A,4555,397,207,118,5,2019,4555,9,52,2015,4382,2013,4401,,,2019,15,3,3,0,1,84,13,0,2,1,0,0,2019,2019,30,23,25,30,0,0,13.07251072,59.18663025,0,123,3,Actual,,,,,303,338,434
42201, , ,1, ,104675,1,30,MANNING BLVD,VICTOR ST, , , ,Y,WASHINGTON AVE, ,30, ,111118,111118,104675011,2.34,2.98,39165180,1,1118,,14,Combined Total,Y,,2019,F,19387,1731,909,732,270,2017,19471,9,53,2013,18589,2006,18519,2002,20256,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1002,5,Estimated,,,,,1437,1293,1912
42209,5,3,1, ,100428,14,30,EVERETT RD,WATERVLIET AVE, , , ,Y,CENTRAL AVE, ,30, ,110215,110215,100428141,7.91,8.23,39255859,1,215,,14,Combined Total,Y,,2019,F,23633,1826,979,892,329,2018,23684,8,54,2014,37356,2011,30225,2007,30888,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1221,5,Estimated,,,,,1655,1577,1890
42211, , ,1, ,305756,1,30,WASHINGTON AVE EB,OUTER RING RD, ,1093151, , ,CAMPUS RING RD, ,40,Y,111363,111363,305756011,0,0.08,39251517,1,1363,,16,Combined Total,Y,Y,2019,F,5620,932,932,201,39,2018,5630,17,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,240,4,Estimated,,,,,331,537,1017
