OBJECTID,RCSTA,RC Code,Roadway Name,Station Start,Station End,Functional Class,Factor Group,Specific Recorder Placement,Channel Notes,Vehicle Axle Code,Count Year,Count Month,Day of First Data,Federal Direction,Full Count,1200am-0100am,0100am-0200am,0200am-0300am,0300am-0400am,0400am-0500am,0500am-0600am,0600am-0700am,0700am-0800am,0800am-0900am,0900am-1000am,1000am-1100am,1100am-1200pm,1200pm-0100pm,0100pm-0200pm,0200pm-0300pm,0300pm-0400pm,0400pm-0500pm,0500pm-0600pm,0600pm-0700pm,0700pm-0800pm,0800pm-0900pm,0900pm-1000pm,1000pm-1100pm,1100pm-1200pm,Average Weekday Daily Traffic,Seasonal Factor,Axle Factor,AADT,High Hour Value,High Hour Interval,Average Weekday F1S,Average Weekday F2S,Average Weekday F3S,Average Weekday F4S,Average Weekday F5S,Average Weekday F6S,Average Weekday F7S,Average Weekday F8S,Average Weekday F9S,Average Weekday F10S,Average Weekday F11S,Average Weekday F12S,Average Weekday F13S,Average Weekday Unclassified,Average Weekday Totals,Average Weekday Percent F3_13,Average Weekday Percent F4_13,Average Weekday Percent F4_7,Average Weekday Percent F8_13,Average Weekday Percent F1,Average Weekday Percent F2,Average Weekday Percent F3,Average Weekday Percent F4,Average Weekday Percent F5_7,Axle Correction Factor,Single Unit Peak,Combination Unit Peak,Single Unit AADT,Combination Unit AADT,Average Speed,50th Percentile Speed,85th Percentile Speed,Vehicles Exceeding 55mph,Vehicles Exceeding 65mph,Region,Region Number,County Number,Municipality,Latitude,Longitude,x,y
11603,534824,53,SYCAMORE ST,OAK ST,ELM ST,16,30,!!200 ft W of Elm ST        ,EB 1 Lane - 30 MPH                                ,1,2015,7,20,Eastbound,,6,3,2,2,1,4,16,32,70,42,48,48,53,67,55,80,121,116,40,26,18,28,16,12,906,1.083,1,837,121,17,17,739,87,38,9,0,0,0,0,0,0,0,0,,890,15,5,5,0,2,83,10,4,1,1,0,0,,,19,22,28,0,0,,5,3,,42.88829,-78.86896,184058.76779999956,4755675.221000001
11604,534824,53,SYCAMORE ST,OAK ST,ELM ST,16,30,!!200 ft W of Elm ST        ,WB 1 Lane - 30 MPH                                ,1,2015,7,20,Westbound,,8,7,2,3,1,12,50,150,204,103,72,79,83,90,77,84,94,78,66,42,32,28,22,14,1401,1.083,1,1294,204,9,11,1184,128,43,14,2,0,1,0,0,0,0,0,,1383,14,4,4,0,1,86,9,3,1,1,0,0,,,19,22,27,0,0,,5,3,,42.88829,-78.86896,184058.76779999956,4755675.221000001
11605,534824,53,SYCAMORE ST,OAK ST,ELM ST,16,30,!!200 ft W of Elm ST        ,,1,2015,7,20,Combined Total,Y,14,10,4,5,2,16,66,182,274,145,120,127,136,157,132,164,215,194,106,68,50,56,38,26,2307,1.083,1,2131,274,9,28,1923,215,81,23,2,0,1,0,0,0,0,0,,2273,14,5,5,0,1,85,9,4,1,1,0,0,,,19,22,27,0,0,,5,3,,42.88829,-78.86896,184058.76779999956,4755675.221000001
11606,534825,53,SYCAMORE ST,W CB MICHIGAN,JEFFERSON AVE,16,30,80 FT E of Eureka PL        ,EB 1 Lane - 30 mph                                ,1,2015,8,10,Eastbound,,14,10,6,5,6,10,15,26,43,52,54,77,85,65,80,86,103,94,61,49,46,34,24,19,1064,1.089,1,977,103,17,4,895,95,44,10,2,0,0,0,0,0,0,0,,1050,14,5,5,0,0,85,9,4,1,1,0,0,,,30,32,38,0,0,,5,3,,42.89192,-78.85745,185017.28749999963,4756035.1852
11607,534825,53,SYCAMORE ST,W CB MICHIGAN,JEFFERSON AVE,16,30,80 FT E of Eureka PL        ,WB 1 Lane - 30 mph                                ,1,2015,8,10,Westbound,,16,10,5,8,7,13,22,68,95,68,67,77,83,75,76,74,76,75,54,54,45,36,33,20,1157,1.089,1,1062,103,17,1,965,120,41,13,2,0,0,0,0,0,0,0,,1142,15,5,5,0,0,85,11,4,1,1,1,0,,,31,33,40,0,0,,5,3,,42.89192,-78.85745,185017.28749999963,4756035.1852
11608,534825,53,SYCAMORE ST,W CB MICHIGAN,JEFFERSON AVE,16,30,80 FT E of Eureka PL        ,,1,2015,8,10,Combined Total,Y,30,20,11,13,13,23,37,94,138,120,121,154,168,140,156,160,179,169,115,103,91,70,57,39,2221,1.089,1,2039,179,17,5,1860,215,85,23,4,0,0,0,0,0,0,0,,2192,15,5,5,0,0,85,10,4,1,1,0,0,,,31,33,39,0,0,,5,3,,42.89192,-78.85745,185017.28749999963,4756035.1852
11612,534845,53,EAST UTICA ST,MICHIGAN AVE,JEFFERSON AVE,16,30,475 ft E of Masten AVE      ,EB 1 Lane - 30 mph                                ,1,2015,8,11,Eastbound,,22,12,8,5,4,6,22,49,75,88,94,108,119,101,117,132,125,123,97,84,77,55,47,36,1606,1.089,1,1475,132,16,6,1408,111,57,15,2,0,0,0,0,0,0,0,,1599,12,5,5,0,0,88,7,4,1,1,0,0,,,28,30,35,0,0,,5,3,,42.91117,-78.85779,185087.66610000003,4758174.461100001
11613,534845,53,EAST UTICA ST,MICHIGAN AVE,JEFFERSON AVE,16,30,475 ft E of Masten AVE      ,WB 1 Lane - 30 mph                                ,1,2015,8,11,Westbound,,19,11,5,5,5,12,36,69,98,93,97,102,131,128,111,115,108,115,101,78,71,57,49,36,1652,1.089,1,1517,132,16,2,1415,134,59,28,2,0,0,0,0,0,0,0,,1640,14,5,5,0,0,86,8,4,2,1,0,0,,,29,30,35,0,0,,5,3,,42.91117,-78.85779,185087.66610000003,4758174.461100001
11614,534845,53,EAST UTICA ST,MICHIGAN AVE,JEFFERSON AVE,16,30,475 ft E of Masten AVE      ,,1,2015,8,11,Combined Total,Y,41,23,13,10,9,18,58,118,173,181,191,210,250,229,228,247,233,238,198,162,148,112,96,72,3258,1.089,1,2992,250,13,8,2823,245,116,43,4,0,0,0,0,0,0,0,,3239,13,5,5,0,0,87,8,4,1,1,0,0,,,29,30,35,0,0,,5,3,,42.91117,-78.85779,185087.66610000003,4758174.461100001
11615,534850,53,WEST UTICA ST,RICHMOND AVE,ELMWOOD AVE,16,30,!650 ft W of Elmwood AVE    ,EB 1 Lane - 30 MPH                                ,1,2015,9,27,Eastbound,,23,11,6,6,5,19,51,139,169,120,107,107,139,118,135,153,133,125,109,94,72,57,39,34,1971,1.064,1,1852,169,9,9,1700,141,78,26,3,0,0,0,0,0,0,0,,1957,13,5,5,0,0,87,7,4,1,1,1,0,,,18,21,25,0,0,,5,3,,42.9113,-78.87952,183314.3088999996,4758270.580700001
11616,534850,53,WEST UTICA ST,RICHMOND AVE,ELMWOOD AVE,16,30,!650 ft W of Elmwood AVE    ,WB 1 Lane - 30 MPH                                ,1,2015,9,27,Westbound,,31,11,7,7,6,10,26,78,97,90,89,104,119,122,139,149,147,156,119,100,80,88,57,47,1879,1.064,1,1766,169,9,0,1513,237,90,30,1,1,0,0,0,0,0,0,,1872,19,7,7,0,0,81,13,5,2,1,0,0,,,20,22,27,0,0,,5,3,,42.9113,-78.87952,183314.3088999996,4758270.580700001
11617,534850,53,WEST UTICA ST,RICHMOND AVE,ELMWOOD AVE,16,30,!650 ft W of Elmwood AVE    ,,1,2015,9,27,Combined Total,Y,54,22,13,13,11,29,77,217,266,210,196,211,258,240,274,302,280,281,228,194,152,145,96,81,3850,1.064,1,3618,302,16,9,3213,378,168,56,4,1,0,0,0,0,0,0,,3829,16,6,6,0,0,84,10,4,2,1,1,0,,,19,22,26,0,0,,5,3,,42.9113,-78.87952,183314.3088999996,4758270.580700001
11618,534851,53,WEST UTICA ST,ELMWOOD AVE,NY384 DELAWARE AV,16,30,!300 ft W of Atlantic AVE   ,EB 1 Lane - 30 MPH                                ,1,2015,9,27,Eastbound,,25,18,8,6,6,30,75,176,205,157,151,162,167,162,176,220,242,196,144,122,79,58,52,34,2671,1.064,1,2510,242,17,6,2296,234,83,41,4,0,0,0,0,0,0,0,,2664,14,5,5,0,0,86,9,3,2,1,0,0,,,26,28,34,0,0,,5,3,,42.9113,-78.87394,183769.85610000044,4758249.562000001
11619,534851,53,WEST UTICA ST,ELMWOOD AVE,NY384 DELAWARE AV,16,30,!300 ft W of Atlantic AVE   ,WB 1 Lane - 30 MPH                                ,1,2015,9,27,Westbound,,31,15,6,7,5,14,77,156,167,144,125,157,163,148,169,192,180,175,135,111,92,81,56,53,2459,1.064,1,2311,242,17,6,2130,177,94,35,10,1,0,0,0,0,0,0,,2453,13,6,6,0,0,87,7,4,2,1,1,0,,,26,28,33,0,0,,5,3,,42.9113,-78.87394,183769.85610000044,4758249.562000001
11620,534851,53,WEST UTICA ST,ELMWOOD AVE,NY384 DELAWARE AV,16,30,!300 ft W of Atlantic AVE   ,,1,2015,9,27,Combined Total,Y,56,33,14,13,11,44,152,332,372,301,276,319,330,310,345,412,422,371,279,233,171,139,108,87,5130,1.064,1,4821,422,17,12,4426,411,177,76,14,1,0,0,0,0,0,0,,5117,13,5,5,0,0,86,8,3,2,1,0,0,,,26,28,34,0,0,,5,3,,42.9113,-78.87394,183769.85610000044,4758249.562000001
11621,534865,53,WADSWORTH ST,N CB ALLEN ST,S CB NORTH ST,16,30,500 ft S of Arlington PL    ,NB 1 Lane - 30 mph                                ,1,2015,7,27,Northbound,,98,66,48,39,30,20,43,114,173,166,158,182,220,204,204,230,298,372,236,214,184,180,152,131,3762,1.083,1,3474,372,18,137,3249,301,6,52,6,0,1,1,0,0,0,0,,3753,10,2,2,0,4,87,8,0,2,1,0,0,,,21,24,30,0,0,,5,3,,42.89993,-78.88008,183210.28129999992,4757009.8796
11622,534865,53,WADSWORTH ST,N CB ALLEN ST,S CB NORTH ST,16,30,500 ft S of Arlington PL    ,SB 1 Lane - 30 mph                                ,1,2015,7,27,Southbound,,36,28,16,12,13,25,59,166,305,170,116,128,144,134,131,136,136,140,123,140,112,80,72,50,2472,1.083,1,2283,372,18,127,2167,127,12,12,2,0,0,0,0,0,0,0,,2447,6,1,1,0,5,89,5,0,1,1,0,0,,,22,25,30,0,0,,5,3,,42.89993,-78.88008,183210.28129999992,4757009.8796
11623,534865,53,WADSWORTH ST,N CB ALLEN ST,S CB NORTH ST,16,30,500 ft S of Arlington PL    ,,1,2015,7,27,Combined Total,Y,134,94,64,51,43,45,102,280,478,336,274,310,364,338,335,366,434,512,359,354,296,260,224,181,6234,1.083,1,5757,512,18,264,5416,428,18,64,8,0,1,1,0,0,0,0,,6200,8,1,1,0,4,87,7,0,1,1,0,0,,,22,25,30,0,0,,5,3,,42.89993,-78.88008,183210.28129999992,4757009.8796
11624,534872,53,WASHINGTON ST,SENECA ST,SWAN ST,16,30,200 ft N of Seneca ST       ,NB 1 Lane - 30 mph                                ,1,2015,7,27,Northbound,,90,38,21,9,14,25,79,192,239,193,197,242,276,277,292,330,430,494,267,254,288,286,290,130,4953,1.083,1,4573,494,18,25,4280,324,196,82,6,5,4,0,0,0,0,0,,4922,13,6,6,0,1,87,7,4,2,1,1,0,,,18,21,25,0,0,,5,3,,42.88083,-78.87487,183537.90869999956,4754868.9087000005
11625,534872,53,WASHINGTON ST,SENECA ST,SWAN ST,16,30,200 ft N of Seneca ST       ,SB 1 Lane - 30 mph                                ,1,2015,7,27,Southbound,,19,9,6,4,8,22,87,201,248,175,126,119,137,143,137,136,202,206,144,131,114,73,63,30,2540,1.083,1,2345,494,18,31,2007,338,95,44,8,8,0,0,0,0,0,0,,2531,19,6,6,0,1,79,13,4,2,1,0,0,,,17,18,26,0,0,,5,3,,42.88083,-78.87487,183537.90869999956,4754868.9087000005
11626,534872,53,WASHINGTON ST,SENECA ST,SWAN ST,16,30,200 ft N of Seneca ST       ,,1,2015,7,27,Combined Total,Y,109,47,27,13,22,47,166,393,487,368,323,361,413,420,429,466,632,700,411,385,402,359,353,160,7493,1.083,1,6918,700,18,56,6287,662,291,126,14,13,4,0,0,0,0,0,,7453,15,6,6,0,1,84,9,4,2,1,0,0,,,18,21,25,0,0,,5,3,,42.88083,-78.87487,183537.90869999956,4754868.9087000005
11627,534873,53,WASHINGTON ST,SWAN ST,EAGLE ST,17,30,200 ft N of N Division ST   ,NB 1 lane - 30 mph                                ,1,2015,7,27,Northbound,,34,16,7,2,4,12,48,104,151,106,111,150,148,127,135,144,141,154,86,72,81,104,100,43,2080,1.083,1,1921,154,18,4,1892,160,7,12,0,0,0,0,0,0,0,0,,2075,9,1,1,0,0,91,8,0,1,1,0,0,,,17,18,24,0,0,,5,3,,42.88363,-78.87396,183626.5674999999,4755176.4651999995
11628,534873,53,WASHINGTON ST,SWAN ST,EAGLE ST,17,30,200 ft N of N Division ST   ,SB 1 lane - 30 mph                                ,1,2015,7,27,Southbound,,20,10,5,6,5,20,38,81,124,135,128,135,137,160,141,154,246,250,115,82,70,58,46,32,2198,1.083,1,2030,250,18,14,1830,186,126,28,4,1,0,0,0,0,0,0,,2189,16,7,7,0,1,84,8,6,2,1,1,0,,,14,12,20,0,0,,5,3,,42.88363,-78.87396,183626.5674999999,4755176.4651999995
11629,534873,53,WASHINGTON ST,SWAN ST,EAGLE ST,17,30,200 ft N of N Division ST   ,,1,2015,7,27,Combined Total,Y,54,26,12,8,9,32,86,185,275,241,239,285,285,287,276,298,387,404,201,154,151,162,146,75,4278,1.083,1,3951,404,18,18,3722,346,133,40,4,1,0,0,0,0,0,0,,4264,12,4,4,0,0,87,8,3,1,1,0,0,,,15,14,23,0,0,,5,3,,42.88363,-78.87396,183626.5674999999,4755176.4651999995
11711,534902,53,WILLIAM ST,JEFFERSON AVE,352FT E FILLMO,16,30,120 FT W of Adams ST        ,EB 1 Lane - 30 mph                                ,1,2015,8,10,Eastbound,,29,19,14,10,14,26,40,93,141,149,147,168,191,195,191,231,258,278,140,126,108,83,62,53,2766,1.089,1,2540,278,18,18,2392,247,29,33,17,3,1,5,0,0,0,0,,2745,12,3,3,0,1,87,9,1,2,1,0,0,,,31,32,38,0,0,,5,3,,42.88512,-78.85043,185555.98010000028,4755253.6589
11712,534902,53,WILLIAM ST,JEFFERSON AVE,352FT E FILLMO,16,30,120 FT W of Adams ST        ,WB 1 Lane - 30 mph                                ,1,2015,8,10,Westbound,,38,21,16,16,13,38,77,191,250,183,174,196,219,202,215,203,228,216,160,126,118,98,82,55,3135,1.089,1,2879,278,18,19,2556,413,50,47,17,3,3,6,0,0,0,0,,3114,17,4,4,0,1,82,13,2,2,1,0,0,,,30,32,39,0,0,,5,3,,42.88512,-78.85043,185555.98010000028,4755253.6589
11713,534902,53,WILLIAM ST,JEFFERSON AVE,352FT E FILLMO,16,30,120 FT W of Adams ST        ,,1,2015,8,10,Combined Total,Y,67,40,30,26,27,64,117,284,391,332,321,364,410,397,406,434,486,494,300,252,226,181,144,108,5901,1.089,1,5419,494,18,37,4948,660,79,80,34,6,4,11,0,0,0,0,,5859,15,4,3,0,1,84,11,1,2,1,0,0,,,30,32,38,0,0,,5,3,,42.88512,-78.85043,185555.98010000028,4755253.6589
11714,534933,53,BINGHAM ST,ERIE ST,CHURCH ST,19,30,!150 ft N of Charles ST     ,NB 1 Lane - 30 MPH                                ,1,2015,9,14,Northbound,,37,14,16,10,14,34,69,154,159,122,133,188,216,212,256,330,554,579,259,214,166,156,97,60,4049,1.064,1,3805,579,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,28,33,0,0,,5,3,,42.88222,-78.88142,183010.03440000024,4755047.968699999
11715,534933,53,BINGHAM ST,ERIE ST,CHURCH ST,19,30,!150 ft N of Charles ST     ,SB 1 Lane - 30 MPH                                ,1,2015,9,14,Southbound,,4,2,0,0,2,3,28,84,101,61,40,42,52,56,54,53,48,51,48,35,28,31,15,12,850,1.064,1,799,579,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,27,31,0,0,,5,3,,42.88222,-78.88142,183010.03440000024,4755047.968699999
11716,534933,53,BINGHAM ST,ERIE ST,CHURCH ST,19,30,!150 ft N of Charles ST     ,,1,2015,9,14,Combined Total,Y,41,16,16,10,16,37,97,238,260,183,173,230,268,268,310,383,602,630,307,249,194,187,112,72,4899,1.064,1,4604,630,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,28,33,0,0,,5,3,,42.88222,-78.88142,183010.03440000024,4755047.968699999
11723,534995,53,WASHINGTON ST,GOODELL ST,S CB HIGH ST,17,30,!300 ft N of Carlton ST     ,NB 1 Lane - 30 MPH                                ,1,2015,10,11,Northbound,,4,4,2,2,3,13,42,81,76,59,52,59,67,63,63,60,76,75,44,24,15,14,17,8,923,1.056,1,874,81,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,42.89939,-78.86888,184122.0488,4756907.7423
11724,534995,53,WASHINGTON ST,GOODELL ST,S CB HIGH ST,17,30,!300 ft N of Carlton ST     ,SB 1 Lane - 30 MPH                                ,1,2015,10,11,Southbound,,2,2,1,0,1,2,10,31,50,45,45,56,63,62,61,96,123,80,34,22,13,12,6,3,820,1.056,1,777,123,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,42.89939,-78.86888,184122.0488,4756907.7423
11725,534995,53,WASHINGTON ST,GOODELL ST,S CB HIGH ST,17,30,!300 ft N of Carlton ST     ,,1,2015,10,11,Combined Total,Y,6,6,3,2,4,15,52,112,126,104,97,115,130,125,124,156,199,155,78,46,28,26,23,11,1743,1.056,1,1651,199,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,42.89939,-78.86888,184122.0488,4756907.7423
11728,536003,53,JEFFERSON AVE,GENESEE ST,HIGH ST,16,30,5 FT N of Cayuga ST         ,NB 1 Lane - 30 mph                                ,1,2015,8,10,Northbound,,42,25,15,16,16,46,131,232,256,208,213,216,235,237,253,258,278,290,225,167,161,130,112,89,3851,1.089,1,3536,290,18,6,3375,362,27,36,14,1,2,0,0,0,0,0,,3823,12,2,2,0,0,88,9,1,1,1,0,0,,,28,30,35,0,0,,5,3,,42.89935,-78.85388,185346.6694,4756847.0241
11807,536003,53,JEFFERSON AVE,GENESEE ST,HIGH ST,16,30,5 FT N of Cayuga ST         ,SB 1 Lane - 30 mph                                ,1,2015,8,10,Southbound,,44,25,15,14,16,29,74,160,208,217,205,238,271,274,285,365,414,335,254,205,186,141,110,101,4186,1.089,1,3844,414,17,9,3654,415,30,36,13,5,1,0,0,0,0,0,,4163,12,2,2,0,0,88,10,1,1,1,0,0,,,30,31,35,0,0,,5,3,,42.89935,-78.85388,185346.6694,4756847.0241
11808,536003,53,JEFFERSON AVE,GENESEE ST,HIGH ST,16,30,5 FT N of Cayuga ST         ,,1,2015,8,10,Combined Total,Y,86,50,30,30,32,75,205,392,464,425,418,454,506,511,538,623,692,625,479,372,347,271,222,190,8037,1.089,1,7380,692,17,15,7029,777,57,72,27,6,3,0,0,0,0,0,,7986,12,2,2,0,0,88,10,1,1,1,0,0,,,29,30,35,0,0,,5,3,,42.89935,-78.85388,185346.6694,4756847.0241
20041,530165,53,Church St,,I 190 NB RAMP,14,30,121' E of Brigham St        ,,1,2016,6,26,Combined Total,Y,78,33,21,13,26,45,184,372,460,422,524,559,601,604,694,907,1260,1120,514,356,310,302,272,198,9875,1.1,1,8977,1260,17,42,8572,969,38,107,68,4,4,4,0,0,0,0,,9808,12,2,2,0,0,87,10,0,2,1,0,0,,,20,23,36,0,0,,5,3,,42.88432,-78.88187,182984.0493999999,4755282.9024
20746,530917,53,CHURCH/S ELMWOO,NY384,MAIN ST,14,30,164' W of Franklin St       ,East                                               / East / East,1,2016,6,26,Eastbound,,14,11,5,7,17,40,157,437,494,265,229,204,198,210,196,189,201,189,128,98,76,70,57,34,3526,1.1,1,3205,494,9,10,3031,412,12,40,0,0,0,0,0,0,0,0,,3505,13,1,1,0,0,86,12,0,1,1,0,0,,,17,19,27,0,0,,5,3,,42.88347,-78.87809,183288.4260999998,4755174.2476
20747,530917,53,CHURCH/S ELMWOO,NY384,MAIN ST,14,30,164' W of Franklin St       ,West                                               / West / West,1,2016,6,26,Westbound,,69,41,21,15,28,60,153,250,363,376,394,446,501,504,574,654,802,732,436,324,294,280,270,160,7747,1.1,1,7043,802,17,36,6750,748,57,105,14,5,6,0,0,0,0,0,,7721,12,2,2,0,0,87,10,1,2,1,0,0,,,19,22,28,0,0,,5,3,,42.88347,-78.87809,183288.4260999998,4755174.2476
20748,530917,53,CHURCH/S ELMWOO,NY384,MAIN ST,14,30,164' W of Franklin St       ,,1,2016,6,26,Combined Total,Y,83,52,26,22,45,100,310,687,857,641,623,650,699,714,770,843,1003,921,564,422,370,350,327,194,11273,1.1,1,10248,1003,17,46,9781,1160,69,145,14,5,6,0,0,0,0,0,,11226,12,2,2,0,0,87,10,1,1,1,0,0,,,18,21,28,0,0,,5,3,,42.88347,-78.87809,183288.4260999998,4755174.2476
20749,530980,53,BROADWAY,WASHINGTON ST,ELLICOTT ST,14,30,156' E of Washington St     ,East                                              ,1,2016,6,26,Eastbound,,11,8,2,2,3,7,21,37,56,84,96,92,112,110,106,134,184,187,69,60,59,47,42,20,1549,1.1,1,1408,187,18,15,1390,112,1,9,12,0,0,0,0,0,0,0,,1539,9,1,1,0,1,90,7,0,1,1,0,0,,,15,15,23,0,0,,5,3,,42.88579,-78.87264,183745.43140000012,4755411.3981
20750,530980,53,BROADWAY,WASHINGTON ST,ELLICOTT ST,14,30,156' E of Washington St     ,West                                              ,1,2016,6,26,Westbound,,28,20,12,11,14,49,137,368,531,415,335,326,327,342,322,316,300,248,173,122,111,99,86,60,4752,1.1,1,4320,531,9,20,3870,642,88,59,9,13,5,0,0,0,0,0,,4706,17,4,4,0,0,82,14,2,2,1,0,0,,,15,14,23,0,0,,5,3,,42.88579,-78.87264,183745.43140000012,4755411.3981
20751,530980,53,BROADWAY,WASHINGTON ST,ELLICOTT ST,14,30,156' E of Washington St     ,,1,2016,6,26,Combined Total,Y,39,28,14,13,17,56,158,405,587,499,431,418,439,452,428,450,484,435,242,182,170,146,128,80,6301,1.1,1,5728,587,9,35,5260,754,89,68,21,13,5,0,0,0,0,0,,6245,15,3,3,0,1,84,12,1,2,1,0,0,,,15,14,23,0,0,,5,3,,42.88579,-78.87264,183745.43140000012,4755411.3981
20752,530982,53,BROADWAY,OAK ST,RT 954D NB - ELM ST,14,30,147' E of Oak St            ,East                                               / East,1,2016,6,26,Eastbound,,20,11,13,6,9,17,38,99,125,160,177,195,204,196,193,244,364,348,140,94,86,75,75,37,2926,1.1,1,2660,364,17,9,2589,252,24,23,1,0,0,0,0,0,0,0,,2898,10,2,2,0,0,89,9,1,1,1,0,0,,,22,24,30,0,0,,5,3,,42.88643,-78.86989,183973.30460000038,4755472.136399999
20753,530982,53,BROADWAY,OAK ST,RT 954D NB - ELM ST,14,30,147' E of Oak St            ,West                                               / West,1,2016,6,26,Westbound,,25,14,7,7,11,32,106,240,310,174,157,182,177,180,164,188,199,169,112,77,70,66,51,33,2751,1.1,1,2501,364,17,29,2191,412,29,54,18,0,1,0,0,0,0,0,,2734,19,4,4,0,1,80,15,1,3,1,0,0,,,20,23,31,0,0,,5,3,,42.88643,-78.86989,183973.30460000038,4755472.136399999
20754,530982,53,BROADWAY,OAK ST,RT 954D NB - ELM ST,14,30,147' E of Oak St            ,,1,2016,6,26,Combined Total,Y,45,25,20,13,20,49,144,339,435,334,334,377,381,376,357,432,563,517,252,171,156,141,126,70,5677,1.1,1,5161,563,17,38,4780,664,53,77,19,0,1,0,0,0,0,0,,5632,14,3,3,0,1,85,12,1,2,1,0,0,,,21,24,30,0,0,,5,3,,42.88643,-78.86989,183973.30460000038,4755472.136399999
20755,531107,53,EAST HURON ST,WASHINGTON ST,ELLICOTT ST,16,30,94' W of Ellicott St        ,East                                              ,1,2016,6,26,Eastbound,,10,4,4,3,2,7,22,60,73,62,71,63,89,87,73,102,133,135,85,58,51,50,32,24,1300,1.1,1,1182,135,18,13,1151,107,4,12,3,0,0,0,0,0,0,0,,1290,10,1,1,0,1,89,8,0,1,1,0,0,,,15,12,21,0,0,,5,3,,42.88832,-78.87157,183845.76329999976,4755688.3672
20756,531107,53,EAST HURON ST,WASHINGTON ST,ELLICOTT ST,16,30,94' W of Ellicott St        ,West                                              ,1,2016,6,26,Westbound,,14,4,3,1,1,12,36,103,157,85,82,94,94,91,77,68,92,91,66,44,44,36,29,24,1348,1.1,1,1225,157,9,18,1091,104,98,13,1,0,0,0,0,0,0,0,,1325,16,8,8,0,1,82,8,7,1,1,1,0,,,16,15,24,0,0,,5,3,,42.88832,-78.87157,183845.76329999976,4755688.3672
20757,531107,53,EAST HURON ST,WASHINGTON ST,ELLICOTT ST,16,30,94' W of Ellicott St        ,,1,2016,6,26,Combined Total,Y,24,8,7,4,3,19,58,163,230,147,153,157,183,178,150,170,225,226,151,102,95,86,61,48,2648,1.1,1,2407,230,9,31,2242,211,102,25,4,0,0,0,0,0,0,0,,2615,13,5,5,0,1,86,8,4,1,1,0,0,,,15,14,23,0,0,,5,3,,42.88832,-78.87157,183845.76329999976,4755688.3672
21512,530023,53,S DIVISION/S EL,MAIN ST,S DIVISION/ELLICOTT ST,14,30,163' W of Ellicott St       ,East                                               / East / East / East,1,2016,6,26,Eastbound,,50,28,14,12,15,46,100,226,307,295,366,401,400,407,426,488,651,602,286,198,203,204,192,102,6019,1.1,1,5472,651,17,21,5065,488,326,83,9,3,1,0,0,0,0,0,,5996,15,7,7,0,0,84,8,5,2,1,1,0,,,20,23,29,0,0,,5,3,,42.88232,-78.87373,183638.6486999998,4755030.1044
21513,530023,53,S DIVISION/S EL,MAIN ST,S DIVISION/ELLICOTT ST,14,30,163' W of Ellicott St       ,West                                               / West / West / West,1,2016,6,26,Westbound,,52,35,22,16,32,67,247,489,650,367,292,297,328,322,356,407,430,387,297,207,178,143,159,100,5880,1.1,1,5345,651,17,13,4965,562,216,94,10,5,2,0,0,0,0,0,,5867,15,6,6,0,0,85,10,4,2,1,0,0,,,20,23,29,0,0,,5,3,,42.88232,-78.87373,183638.6486999998,4755030.1044
21514,530023,53,S DIVISION/S EL,MAIN ST,S DIVISION/ELLICOTT ST,14,30,163' W of Ellicott St       ,,1,2016,6,26,Combined Total,Y,102,63,36,28,47,113,347,715,957,662,658,698,728,729,782,895,1081,989,583,405,381,347,351,202,11899,1.1,1,10817,1081,17,34,10030,1050,542,177,19,8,3,0,0,0,0,0,,11863,15,6,6,0,0,85,9,5,2,1,0,0,,,20,23,29,0,0,,5,3,,42.88232,-78.87373,183638.6486999998,4755030.1044
21518,530165,53,Church St,,I 190 NB RAMP,14,30,121' E of Brigham St        ,West                                               / West / West,1,2016,6,26,Westbound,,78,33,21,13,26,45,184,372,460,422,524,559,601,604,694,907,1260,1120,514,356,310,302,272,198,9875,1.1,1,8977,1260,17,42,8572,969,38,107,68,4,4,4,0,0,0,0,,9808,12,2,2,0,0,87,10,0,2,1,0,0,,,20,23,36,0,0,,5,3,,42.88432,-78.88187,182984.0493999999,4755282.9024
25756,530106,53,BAILEY AVE,RT 130 BROADWAY,WALDEN AVE,14,30,143' S of Scheu Park        ,North                                              / North,1,2016,7,11,Northbound,,176,122,78,86,70,135,358,610,617,531,494,518,574,606,688,737,790,706,518,486,445,431,408,284,10468,1.083,1,9666,790,17,54,8782,1203,94,269,24,0,22,17,0,0,0,0,,10465,16,4,4,0,1,84,11,1,3,1,0,0,,,39,40,45,1,0,,5,3,,42.90243,-78.81379,188635.73419999983,4757039.773700001
